datetime,energy_kwh,avg_voltage,avg_intensity,avg_reactive_power,sub_metering_1,sub_metering_2,sub_metering_3
2006-12-16,20.152933333333333,236.24376262626262,13.082828282828283,0.08818686868686867,0.0,546.0,4926.0
2006-12-17,56.507666666666665,240.0870277777778,9.999027777777778,0.1569486111111111,2033.0,4187.0,13341.0
2006-12-18,36.73043333333333,241.23169444444446,6.421666666666667,0.11235555555555556,1063.0,2621.0,14018.0
2006-12-19,27.7699,241.9993125,4.926388888888889,0.10482083333333334,839.0,7602.0,6197.0
2006-12-20,37.095800000000004,242.30806249999998,6.467361111111111,0.11180416666666666,0.0,2648.0,14063.0
2006-12-21,28.618566666666666,241.0419027777778,5.028194444444445,0.10011527777777778,1765.0,2623.0,10421.0
2006-12-22,39.0223,241.1845486111111,6.872916666666667,0.12979583333333333,3151.0,350.0,11131.0
2006-12-23,79.55643333333335,240.1360763888889,14.028055555555557,0.15379861111111112,2669.0,425.0,14726.0
2006-12-24,42.5002,241.6874375,7.640416666666667,0.10409722222222223,1703.0,5082.0,6891.0
2006-12-25,45.718666666666664,243.39993055555558,7.951527777777779,0.1668611111111111,6620.0,1962.0,5795.0
2006-12-26,65.5685,241.6254375,11.347916666666666,0.11465416666666667,1086.0,2533.0,14979.0
2006-12-27,25.479333333333333,243.76736111111111,4.5175,0.12423749999999999,0.0,314.0,6976.0
2006-12-28,34.54396666666666,243.26833333333335,6.086250000000001,0.14505277777777778,2207.0,4419.0,9176.0
2006-12-29,52.90653333333333,240.87130555555555,9.271388888888888,0.13638472222222223,1252.0,5162.0,11329.0
2006-12-30,46.7056,240.53597222222223,8.318888888888889,0.21716666666666667,3147.0,7938.0,12515.0
2006-12-31,58.236599999999996,239.8965763888889,10.199583333333333,0.10475833333333334,0.0,347.0,6502.0
2007-01-01,45.81673333333333,240.12897916666665,7.916944444444444,0.10289305555555556,0.0,352.0,5880.0
2007-01-02,21.153933333333335,241.94377777777777,3.7140277777777775,0.13218194444444445,0.0,348.0,6562.0
2007-01-03,16.9009,243.5570902777778,3.0140277777777778,0.13661666666666666,0.0,344.0,4765.0
2007-01-04,54.32353333333333,239.7502986111111,9.478194444444444,0.1404875,1051.0,7597.0,10896.0
2007-01-05,45.22273333333333,240.49576388888892,7.885138888888889,0.12024583333333333,1483.0,379.0,7602.0
2007-01-06,25.139633333333332,239.67305555555555,4.543888888888889,0.13346388888888888,1336.0,402.0,5678.0
2007-01-07,40.79366666666667,240.90248611111113,7.282638888888889,0.17088472222222223,1987.0,8177.0,12810.0
2007-01-08,37.356,239.5769513888889,6.551666666666667,0.14414444444444446,0.0,467.0,17547.0
2007-01-09,31.1509,240.48752083333335,5.521111111111111,0.14392222222222223,1688.0,4267.0,9790.0
2007-01-10,35.913333333333334,241.02745138888892,6.357777777777779,0.15864722222222222,771.0,4456.0,11012.0
2007-01-11,37.58656666666666,241.1556875,6.658333333333333,0.1597361111111111,1378.0,2170.0,12415.0
2007-01-12,24.354933333333335,241.53820833333336,4.309166666666666,0.13829166666666665,0.0,439.0,8276.0
2007-01-13,53.113566666666664,239.28361111111113,9.453055555555554,0.2019,7806.0,2975.0,11341.0
2007-01-14,50.183816666666665,238.81780555555557,8.971666666666668,0.15790069444444446,1777.0,4215.0,12991.5
2007-01-15,35.811299999999996,241.2409097222222,6.261527777777778,0.12143055555555557,1099.0,2239.0,15163.0
2007-01-16,28.106733333333334,241.94475694444446,4.975972222222222,0.12876944444444444,2063.0,644.0,6583.0
2007-01-17,47.46146666666667,241.00525,8.283888888888889,0.13941111111111112,3500.0,5737.0,16064.0
2007-01-18,30.3577,240.89359722222224,5.3425,0.12341111111111111,0.0,336.0,13491.0
2007-01-19,24.674,240.16094444444445,4.37625,0.11809166666666666,2103.0,330.0,7172.0
2007-01-20,52.22886666666667,238.8674722222222,9.348055555555556,0.16552916666666667,4324.0,5222.0,11440.0
2007-01-21,56.7877,238.96811805555558,10.190694444444444,0.15953888888888887,10346.0,5567.0,11599.0
2007-01-22,36.34156666666667,241.60313194444444,6.355277777777778,0.1171125,1054.0,2983.0,11361.0
